file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
F2BJRLP1,0.0,25.309125,corpus,-45.82806635223232,-45.887055803798006,3.89793929196005,8.171336574209546
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,corpus,-43.802387152777776,-53.532740079439606,3.8811693907260953,11.443148868500742
F2BJRLP3,0.0,30.7068125,corpus,-45.99462206935851,-46.887721799454596,3.659455927908461,10.329792395517677
F2BJRLP2,0.0,28.6474375,corpus,-45.43944971640489,-45.73958861052805,3.596590356271761,7.922912058235026
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,corpus,-43.22773059170702,-52.34686455359826,2.7196525242301144,11.85118774544399
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,corpus,-44.84858750805412,-50.929681142171226,2.5633459565624697,12.358243745435463
